DRUG_NAME,CELL_LINE_NAME,AUC_FA
Cisplatin,DU-4475,0.188564698616237
Cytarabine,A3-KAW,0.803509447214005
Cisplatin,COLO-824,4.18072424982632e-002
Vorinostat,COLO-824,0.408201091781347
Cisplatin,HCC1143,-6.41574704511116e-002
Nilotinib,HCC1143,4.32872261988565e-002
Cytarabine,JVM-2,0.668730998125797
Cytarabine,OCI-M1,0.830555501604223
Vorinostat,OCI-M1,0.583524673461546
Cisplatin,A549,0.104837010185511
Cytarabine,A549,0.642087864041645
Cisplatin,HCC1937,3.0656184527249e-002
Cisplatin,EFM-192A,-4.16699057241636e-002
Gefitinib,LU-99A,-3.52371799524997e-002
MK-2206,HCC1806,5.14748972648912e-002
Pictilisib,HCC1806,0.27727594160206
Axitinib,HDQ-P1,4.86898172227256e-002
Navitoclax,CAL-51,0.200732324465069
Pictilisib,MDA-MB-361,0.552373287809912
AZD7762,MDA-MB-157,0.783818185461503
Pictilisib,MDA-MB-157,0.133209713410993
Cisplatin,KYSE-180,0.108971133895699
Cytarabine,LOU-NH91,0.128671122617783
Cytarabine,COLO-678,-1.40648758743598e-002
Gefitinib,T47D,-3.80837866323606e-002
Gefitinib,A3-KAW,4.32718191641828e-002
Gefitinib,OCI-M1,1.59690915611798e-002
Gefitinib,HPAC,-6.2137213155926e-003
Palbociclib,HCC1806,-2.00310040143766e-002
Palbociclib,HDQ-P1,1.6018702600765e-002
Pictilisib,HDQ-P1,0.700620549912318
Palbociclib,CAL-51,0.101768827066014
Cisplatin,MDA-MB-361,-1.87023130278322e-002
AZD7762,MDA-MB-361,0.519133144016109
MK-2206,MDA-MB-361,0.404207784468462
Palbociclib,BT-474,7.59033578125776e-003
Vorinostat,HDQ-P1,0.132920458893191
Nilotinib,HDQ-P1,1.01266713338831e-002
Gefitinib,KYSE-180,0.166966424305715
Nilotinib,KYSE-180,4.32018975641584e-002
Cisplatin,LOU-NH91,4.97569567469446e-002
Nilotinib,LOU-NH91,-5.79258020386484e-002
Cisplatin,CAL-120,-3.39092584476263e-002
Gefitinib,HCC-827,0.620145432154948
Vorinostat,HCC-827,8.77479724416683e-002
Nilotinib,HCC-827,1.25836316179781e-002
Cisplatin,BT-474,-2.04212354501011e-002
Nilotinib,BT-474,6.40734684658858e-002
Gefitinib,COLO-678,0.148701967802058
Vorinostat,COLO-678,-1.1178101119534e-002
Cytarabine,T47D,-8.025498904129e-002
Nilotinib,T47D,8.62446091455271e-002
Nilotinib,HCC1187,3.38290239243054e-002
Cisplatin,HCC1806,5.39307348971428e-002
Cisplatin,JIMT-1,-2.38467936724158e-002
Nilotinib,JIMT-1,1.56473048043356e-002
Nilotinib,A3-KAW,0.170543890699312
Cytarabine,HCC1143,4.12032918231942e-002
Gefitinib,HCC1143,0.121733184295459
Gefitinib,JVM-2,1.12486365040332e-002
Nilotinib,JVM-2,0.235456285148975
Nilotinib,OCI-M1,0.337309877826828
Gefitinib,NB1,-7.71035106925214e-003
Cisplatin,HPAC,2.81712094621252e-003
Cytarabine,HPAC,2.59247271200182e-003
Nilotinib,HPAC,4.94661176188013e-002
Gefitinib,A549,0.152360970659158
Vorinostat,A549,0.318421957125357
Nilotinib,A549,9.86847002107383e-002
Nilotinib,HCC2157,0.127249097403739
Gefitinib,HCC1937,0.114961047223565
Nilotinib,EFM-192A,6.33781804490767e-002
Cisplatin,LU-99A,6.19392154318094e-002
Cytarabine,LU-99A,0.507030784122449
Nilotinib,LU-99A,-7.09141542353231e-002
MK-2206,MDA-MB-436,9.4130101620542e-002
Palbociclib,MDA-MB-436,5.5021790376935e-002
AZD7762,HDQ-P1,0.188456364369313
Palbociclib,MDA-MB-361,0.234999441944081
Navitoclax,BT-474,8.89719348301354e-002
Vorinostat,MDA-MB-157,0.227449408353088
MK-2206,MDA-MB-157,2.29268185583569e-002
Cisplatin,CAL-85-1,3.01756737392979e-003
Navitoclax,CAL-85-1,0.136528125805153
MK-2206,CAL-85-1,5.43338924277877e-002
Nilotinib,HCT-15,8.43832606066513e-002
Cisplatin,COLO-678,-7.07312116464467e-002
Cisplatin,T47D,-8.72865446251012e-002
Cytarabine,NB1,3.8420686854892e-002
Nilotinib,NB1,0.105902395489051
Cisplatin,HCC2157,-0.111129360934443
Cytarabine,HCC1937,-9.47377762554555e-002
Axitinib,MDA-MB-361,5.8019548544841e-003
AZD7762,BT-474,4.28730215277282e-002
Palbociclib,MDA-MB-157,7.44419508607446e-002
MK-2206,EVSA-T,0.632080444326658
Pictilisib,EVSA-T,0.573210856616201
Navitoclax,AU565,0.139154853370623
Palbociclib,AU565,8.34425174599248e-002
Navitoclax,HCC1806,0.156780909114197
Vorinostat,MFM-223,0.206388448940532
Nilotinib,MFM-223,0.140726929271134
Vorinostat,MDA-MB-175-VII,0.308431488385644
Nutlin-3a (-),MDA-MB-175-VII,0.159029422209888
MK-2206,MDA-MB-175-VII,0.446801600570883
Pictilisib,MDA-MB-175-VII,0.513450166341802
Navitoclax,MFM-223,0.242611260063386
Axitinib,MFM-223,0.385598002767603
AZD7762,MFM-223,0.40793697254558
MK-2206,MFM-223,0.33752201494616
Pictilisib,MFM-223,0.341981223252821
Navitoclax,DU-4475,0.48704118013972
Axitinib,DU-4475,0.248872247097585
Nutlin-3a (-),DU-4475,0.360610434090881
Pictilisib,DU-4475,0.168770762802173
Vorinostat,HCC1569,0.319857653732057
Axitinib,HCC1569,0.197864228690608
PD173074,HCC1569,0.157479685034362
MK-2206,HCC1569,0.266034111170909
Pictilisib,HCC1569,0.372117765949739
OSI-027,BT-474,0.19826210361052
MK-1775,AU565,0.170074762532195
OSI-027,AU565,0.356761502742884
MK-1775,CAL-51,0.362803425389937
MK-1775,HCC1806,0.490246775784225
Taselisib,HCC1806,0.192775889397335
MK-1775,BT-474,0.13322244109156
MK-1775,CAL-85-1,0.217891299371506
Lapatinib,CAL-85-1,9.0601086667986e-002
Taselisib,CAL-85-1,0.389312609898037
MK-1775,EVSA-T,0.323694196330215
Taselisib,EVSA-T,0.417677659555837
Sapitinib,HDQ-P1,0.525250226748372
Taselisib,HDQ-P1,0.576577680755704
Sapitinib,MDA-MB-157,0.174762507779562
MK-1775,MDA-MB-436,0.251185530597853
Axitinib,AU565,9.83839793667169e-002
AZD7762,AU565,0.452294014843153
AZD7762,MDA-MB-175-VII,0.386562166289624
Navitoclax,HCC1187,8.57651977540611e-002
MK-2206,HCC1187,0.200783098256997
PD173074,MFM-223,0.482633489093158
AZD7762,DU-4475,0.668898567498804
Navitoclax,HCC1569,0.743602749270568
AZD7762,UACC-893,0.163252604246615
Gemcitabine,AU565,0.669337149245004
Sapitinib,AU565,0.439601327429335
Taselisib,AU565,0.374052609658099
Taselisib,CAL-51,0.33496080395216
OSI-027,CAL-51,0.220272005139202
Olaparib,HCC1806,0.108054006071891
Olaparib,MDA-MB-361,9.44857370504258e-002
Sapitinib,MDA-MB-361,0.26279655665401
Lapatinib,MDA-MB-361,0.229933589507163
Taselisib,MDA-MB-361,0.702469824086701
OSI-027,MDA-MB-361,0.383873270485176
Gemcitabine,CAL-85-1,0.36893004858253
OSI-027,CAL-85-1,0.332614325637488
OSI-027,EVSA-T,0.450267390742603
Gemcitabine,HDQ-P1,0.29486544279548
Temozolomide,HDQ-P1,-2.20338593619362e-002
OSI-027,HDQ-P1,0.375787821563566
MK-2206,AU565,0.324936187243001
Axitinib,HCC1187,6.13016664813864e-002
AZD7762,HCC1187,0.31593212201544
Palbociclib,HCC1187,1.07521541149683e-002
Vorinostat,UACC-893,0.309561334821899
Gemcitabine,BT-474,2.24097000269279e-002
Sapitinib,BT-474,0.3885286688883
Temozolomide,AU565,-2.73236312374207e-002
Temozolomide,HCC1806,-8.70008757376769e-003
OSI-027,HCC1806,0.150890294555761
Temozolomide,CAL-85-1,3.84994814717134e-003
Temozolomide,EVSA-T,3.68358878355326e-002
Palbociclib,EVSA-T,5.20298982615693e-002
Axitinib,HCC1806,2.64557402474031e-002
AZD7762,HCC1806,0.898039640008261
Gefitinib,MFM-223,1.39030442964659e-002
Navitoclax,MDA-MB-175-VII,5.69997701345466e-002
Axitinib,MDA-MB-175-VII,9.99163712998394e-002
Palbociclib,MDA-MB-175-VII,0.11705792594147
5-Fluorouracil,MDA-MB-175-VII,9.91144055315027e-002
PD173074,HCC1187,5.31428582448736e-002
Pictilisib,HCC1187,0.2396916432529
Nutlin-3a (-),MFM-223,2.07542261246761e-004
Nutlin-3a (-),HDQ-P1,2.52660400986897e-002
PD173074,HDQ-P1,6.29369380943187e-002
MK-2206,DU-4475,8.51857578329587e-002
Palbociclib,DU-4475,-1.43938459483773e-002
AZD7762,HCC1569,0.816331448500461
Nutlin-3a (-),HCC1569,1.36514985081431e-002
Palbociclib,HCC1569,9.29325154707078e-002
Cisplatin,UACC-893,9.7397688040836e-002
Navitoclax,UACC-893,0.132825082298247
Axitinib,UACC-893,7.31662884676639e-002
Nutlin-3a (-),UACC-893,1.22482688902234e-002
PD173074,UACC-893,8.03299967976943e-002
Tamoxifen,BT-474,3.48224483468448e-002
Trametinib,BT-474,3.29723868427018e-002
Olaparib,BT-474,3.53797680617727e-002
Lapatinib,BT-474,0.483372747197764
Taselisib,BT-474,0.411903997080917
Olaparib,AU565,3.34885377328151e-002
Lapatinib,AU565,0.584151133177207
Gemcitabine,CAL-51,0.695609085727032
Tamoxifen,CAL-51,6.68301828159521e-002
Trametinib,CAL-51,0.281491317574418
Temozolomide,CAL-51,-7.11991321194419e-003
Olaparib,CAL-51,0.134231943381275
Sapitinib,CAL-51,3.75316120638289e-002
Gemcitabine,HCC1806,0.784292941627171
Tamoxifen,HCC1806,-1.60864369915293e-002
Trametinib,HCC1806,0.298248834091254
Sapitinib,HCC1806,0.314124000463799
Lapatinib,HCC1806,0.250648993960093
MK-1775,MDA-MB-361,0.135382569769388
Tamoxifen,MDA-MB-361,0.139418925031999
Trametinib,MDA-MB-361,9.3793341618317e-002
Temozolomide,MDA-MB-361,4.29344290469071e-003
Olaparib,CAL-85-1,5.07273256798056e-002
Sapitinib,CAL-85-1,0.144318602385997
Gemcitabine,EVSA-T,0.35610267100882
Tamoxifen,EVSA-T,5.55439663192331e-002
Trametinib,EVSA-T,0.128007264636268
Lapatinib,EVSA-T,4.82888123354922e-002
Tamoxifen,HDQ-P1,1.33774680847621e-002
Trametinib,HDQ-P1,0.558609759594213
Olaparib,HDQ-P1,7.79611407162526e-002
Lapatinib,HDQ-P1,0.377849958237531
Tamoxifen,MDA-MB-157,7.82529209368673e-003
Temozolomide,MDA-MB-157,-2.11633164462476e-002
Olaparib,MDA-MB-157,7.40972730464652e-002
Taselisib,MDA-MB-157,0.102503111013457
OSI-027,MDA-MB-157,0.203343321654343
Gemcitabine,MDA-MB-436,0.457560446168854
Tamoxifen,MDA-MB-436,2.2979137548839e-002
Trametinib,MDA-MB-436,0.17899551773786
Cisplatin,MFM-223,-1.7633937922234e-002
Cytarabine,MFM-223,6.26347393413387e-002
PD173074,MDA-MB-175-VII,2.54543272524674e-002
Nutlin-3a (-),HCC1187,2.84185327522954e-003
Palbociclib,MFM-223,0.123953360454078
Cisplatin,MDA-MB-175-VII,6.95146854501811e-002
PD173074,DU-4475,5.68119941678561e-002
Cisplatin,HCC1569,-2.22063648459808e-002
Temozolomide,BT-474,4.06894628034518e-003
Tamoxifen,AU565,7.5819603619415e-002
Trametinib,AU565,-1.69034730748541e-002
Gemcitabine,MDA-MB-361,0.211536321343745
Tamoxifen,CAL-85-1,4.16341318275689e-002
Trametinib,CAL-85-1,0.41197608120056
Olaparib,EVSA-T,0.126213678432634
Sapitinib,EVSA-T,8.876832409883e-002
Gemcitabine,MDA-MB-157,0.665183812992179
Trametinib,MDA-MB-157,0.114294204430746
Axitinib,CAL-120,1.84472024362529e-002
Pictilisib,CAL-120,0.265154115806834
PD173074,HCC1937,5.71115420034451e-002
Navitoclax,JIMT-1,0.265244601874967
Vorinostat,CAMA-1,0.349549347280984
Axitinib,CAMA-1,8.1559392606869e-002
MK-2206,CAMA-1,0.259611004320632
Pictilisib,CAMA-1,0.388773508891241
Vorinostat,HCC1419,0.254158209136678
Nutlin-3a (-),CAL-51,0.110810039758445
Vorinostat,HCC1428,0.439148978031539
Nilotinib,HCC1428,0.218334639797752
Vorinostat,HCC1500,0.224702725379912
Nilotinib,HCC1500,8.63280994215326e-002
Vorinostat,Mewo,0.232507200709493
Vorinostat,NCI-H446,0.438502117844353
Nilotinib,BT-20,0.106362968141444
Nilotinib,HCC1419,0.236932671292911
MK-1775,CAL-120,0.285712102803556
OSI-027,CAL-120,0.337289724968775
Sapitinib,HCC1937,0.183934960628147
Lapatinib,HCC1937,0.177222592198861
Taselisib,HCC1937,0.259767404155065
OSI-027,HCC1937,0.249389850909765
MK-1775,JIMT-1,0.325977871541921
Tamoxifen,JIMT-1,6.41467788712222e-002
OSI-027,JIMT-1,0.339328170949734
MK-1775,MDA-MB-175-VII,0.216121029584985
Linsitinib,MDA-MB-175-VII,1.1614498024486e-002
Lapatinib,CAL-51,4.37106732110132e-002
MK-1775,HDQ-P1,0.247399012354042
MK-1775,MDA-MB-157,0.168448285760696
Olaparib,HCC1419,3.2469415268137e-002
OSI-027,HCC1419,0.157171748357366
MK-1775,MFM-223,0.326364506525479
Gemcitabine,MFM-223,9.17474305336588e-002
Taselisib,MDA-MB-436,0.183017646068016
OSI-027,MDA-MB-436,0.189370732043706
AZD7762,CAL-120,0.214969183604033
PD173074,CAL-120,9.87942094249219e-002
MK-2206,CAL-120,5.71696411269717e-002
Palbociclib,CAL-120,4.78051959508871e-002
AZD7762,HCC1937,0.471263440152084
MK-2206,HCC1937,0.213748168235024
Pictilisib,HCC1937,0.316638430308084
AZD7762,JIMT-1,0.419812490875497
Pictilisib,JIMT-1,0.375444529955089
Navitoclax,CAMA-1,0.229928919074754
AZD7762,CAMA-1,0.13437380710444
Nutlin-3a (-),CAMA-1,3.60749572444618e-002
Axitinib,HCC1419,5.4018738986079e-002
Pictilisib,HCC1419,0.251556325079615
PD173074,AU565,4.40954421333014e-002
PD173074,BT-474,4.46167299166609e-002
Navitoclax,CAL-120,0.492122490461155
Cisplatin,NCI-H1417,0.515808842926482
Vorinostat,NCI-H1417,0.752279216441461
Cisplatin,P12-ICHIKAWA,0.484582319874675
Vorinostat,P12-ICHIKAWA,0.6711274487144
Cisplatin,HCC1428,-2.88698755656239e-002
Cytarabine,KYSE-520,-0.101639562560942
Gefitinib,KYSE-520,0.330191076217357
Vorinostat,KYSE-520,0.181377067312281
Gemcitabine,CAL-120,0.314967071833883
Taselisib,CAL-120,0.182030522767003
Taselisib,JIMT-1,0.546384430133047
Gemcitabine,MDA-MB-175-VII,0.323124361225377
Trametinib,MDA-MB-175-VII,0.490223098145083
Sapitinib,MDA-MB-175-VII,0.734976933700892
Lapatinib,MDA-MB-175-VII,0.743775748462003
Sapitinib,HCC1419,0.323537297061677
Lapatinib,HCC1419,0.409599130160228
Taselisib,HCC1419,0.192007033289105
Temozolomide,MDA-MB-436,5.24753865970052e-002
Sapitinib,MDA-MB-436,2.39718500695878e-002
Nutlin-3a (-),JIMT-1,-1.60499154815423e-002
Cisplatin,HCC1419,-1.21456912789045e-002
Nutlin-3a (-),MDA-MB-361,5.19699683510691e-003
Gefitinib,NCI-H1417,-5.89218191116456e-003
Gefitinib,Mewo,-4.4635107320514e-002
Sapitinib,CAL-120,2.7583730864189e-002
Temozolomide,HCC1937,8.97880452155745e-003
Olaparib,HCC1937,2.82973513873614e-002
Temozolomide,JIMT-1,-5.23020126327795e-002
Sapitinib,JIMT-1,0.309415611670656
Olaparib,MDA-MB-436,4.1451514259058e-002
Lapatinib,MDA-MB-436,4.03398016636688e-002
Nutlin-3a (-),CAL-120,-9.42916106883729e-003
Navitoclax,HCC1937,0.201478706148799
Axitinib,HCC1937,6.88410977615582e-002
Nutlin-3a (-),HCC1937,1.86820767709453e-002
Axitinib,JIMT-1,-1.41951362396505e-003
PD173074,JIMT-1,3.78155251525163e-002
MK-2206,JIMT-1,5.38727843838777e-002
Palbociclib,JIMT-1,-1.13742764862384e-002
Cisplatin,CAMA-1,3.6676896386664e-002
PD173074,CAMA-1,8.07280597400674e-002
Palbociclib,CAMA-1,9.30952091232539e-002
Navitoclax,HCC1419,8.06211374792147e-002
Nutlin-3a (-),HCC1419,5.11150215829084e-002
PD173074,HCC1419,5.90289086989804e-002
MK-2206,HCC1419,0.263646826258325
Palbociclib,HCC1419,4.16367819713982e-002
Nutlin-3a (-),MDA-MB-157,2.62616264500125e-002
PD173074,MDA-MB-157,9.58538056225183e-002
PD173074,HCC1806,3.07997928488204e-002
PD173074,EVSA-T,8.60478877754012e-002
Nutlin-3a (-),AU565,7.48877401786933e-003
Nutlin-3a (-),CAL-85-1,-4.66590297304702e-003
PD173074,CAL-51,0.12432613910955
Nilotinib,MDA-MB-361,5.48610663588345e-003
Nilotinib,NCI-H1417,0.403843428986793
Cytarabine,P12-ICHIKAWA,0.956726730898986
Nilotinib,P12-ICHIKAWA,0.159629980308141
Cisplatin,KYSE-520,-1.0106508608682e-002
Nilotinib,KYSE-520,3.40955060804792e-002
Cisplatin,Mewo,-3.96292907014032e-002
Cytarabine,Mewo,-2.36606296659922e-002
Nilotinib,Mewo,5.26621641741062e-002
Cisplatin,NCI-H446,0.161172698116163
Cytarabine,NCI-H446,0.234569395874748
Gefitinib,NCI-H446,-9.71685439916203e-002
Nilotinib,NCI-H446,0.231395008909298
Cisplatin,BT-20,-2.74672011567678e-002
Vorinostat,BT-20,3.79736064281672e-002
Tamoxifen,CAL-120,2.90555217985514e-002
Trametinib,CAL-120,0.158783086723537
Temozolomide,CAL-120,-1.17589728888138e-002
Olaparib,CAL-120,-1.09939533837157e-003
Lapatinib,CAL-120,-2.2669553498446e-002
Tamoxifen,HCC1937,4.52794252256142e-002
Trametinib,HCC1937,0.216801697436241
Gemcitabine,JIMT-1,0.214610909610383
Trametinib,JIMT-1,0.317025412948988
Lapatinib,JIMT-1,0.18564306831647
Crizotinib,MDA-MB-175-VII,2.91325510226567e-002
Olaparib,MDA-MB-175-VII,4.27290276023895e-002
Lapatinib,MDA-MB-157,6.58981826025899e-002
MK-1775,HCC1419,0.146407831242837
Gemcitabine,HCC1419,3.85389717388447e-002
Tamoxifen,HCC1419,5.86683029161306e-003
Temozolomide,HCC1419,-1.1766042734131e-002
Tamoxifen,MFM-223,3.7086175254949e-002
Trametinib,MFM-223,0.385695006081491
Palbociclib,HCC1937,4.49212881025683e-004
AZD7762,HCC1419,-2.63844203958274e-002
Nutlin-3a (-),HCC1806,-6.78074529478577e-003
Nutlin-3a (-),EVSA-T,-3.41765443155575e-002
PD173074,CAL-85-1,1.84334242118714e-002
Nutlin-3a (-),BT-474,-1.76771504944161e-004
Nutlin-3a (-),MDA-MB-436,-4.4448101044498e-002
PD173074,MDA-MB-436,-7.51955475805708e-005
PD173074,MDA-MB-361,8.06353487479093e-002
Cytarabine,NCI-H1417,0.77448022751082
Gefitinib,P12-ICHIKAWA,1.20480271382171e-002
Cisplatin,HCC1500,-2.89048160401019e-002
Olaparib,JIMT-1,9.40075723448823e-002
Tamoxifen,MDA-MB-175-VII,4.14087390359371e-002
Temozolomide,MDA-MB-175-VII,1.71265797907294e-003
Trametinib,HCC1419,1.73413616365039e-002
OSI-027,MFM-223,0.272392686534212
Navitoclax,COLO-824,0.718231951096663
Axitinib,EFM-192A,-2.80653817116525e-002
MK-2206,HCC1954,0.143168897436525
Pictilisib,HCC1954,0.31285129627596
Pictilisib,AU565,0.456368007990535
Vorinostat,BT-483,0.204670275261117
MK-1775,HCC2157,0.217106858518302
Tamoxifen,HCC2157,1.56783454755235e-002
Lapatinib,HCC2157,0.344434465186369
Taselisib,HCC2157,0.536762926694376
OSI-027,HCC2157,0.375069348125023
Gemcitabine,CAL-148,0.493028714128538
Tamoxifen,T47D,0.111522090596211
Lapatinib,T47D,0.139487373769786
OSI-027,T47D,0.294398182259004
AZD7762,CW-2,0.207715467421187
MK-1775,HCC1937,0.213901026314311
Gemcitabine,HCC1937,1.89460890645073e-002
Tamoxifen,HCC1428,4.54618782401011e-002
Lapatinib,DU-4475,0.313226407659103
AZD7762,A375,0.525671221661964
AZD7762,A549,0.475439159626035
AZD7762,HCT-15,0.48643676325542
AZD7762,MHH-ES-1,0.442217454264932
AZD7762,PC-14,0.717558663488216
AZD7762,SW620,0.430601638147642
Vorinostat,OCUB-M,0.367076638983918
Nilotinib,OCUB-M,0.218128232258963
AZD7762,COLO-320-HSR,0.614008266323479
AZD7762,CaR-1,0.428604926094891
MK-2206,BT-20,0.183439576217054
Vorinostat,CAL-148,0.391538580293096
AZD7762,CAL-148,0.445507650810493
Nutlin-3a (-),CAL-148,0.27695633109505
MK-2206,CAL-148,0.590897933363322
Axitinib,CAL-51,0.147844681145847
Pictilisib,EFM-192A,0.2790504539757
Navitoclax,HCC2157,0.591231457425383
Taselisib,MFM-223,0.460098030954436
Nutlin-3a (-),BT-483,4.1727687586212e-002
Pictilisib,BT-483,0.18284551988566
Navitoclax,HCC1500,0.875747743022563
Axitinib,COLO-824,0.202293410492063
Palbociclib,EFM-192A,0.122045650672686
AZD7762,HCC1954,0.514121433545326
Gemcitabine,HCC1187,-0.343337209647767
Olaparib,HCC1187,-7.3043023271104e-002
Trametinib,T47D,3.65707136798939e-002
Sapitinib,T47D,0.129499940655398
Taselisib,T47D,0.433180988864322
Tamoxifen,COLO-824,8.77064664661063e-002
OSI-027,COLO-824,0.164491567511297
Trametinib,EFM-192A,7.06790028443184e-002
Tamoxifen,DU-4475,9.19864889605667e-002
Olaparib,DU-4475,0.161295199897938
AZD7762,HT-29,0.705526538772537
AZD7762,SNU-C2B,0.512658330557457
AZD7762,U-2-OS,0.690558899275301
AZD7762,LoVo,0.704877650407333
AZD7762,OCUB-M,0.279678687090926
Axitinib,BT-20,3.60927993100493e-002
AZD7762,BT-20,8.02700934309724e-002
Palbociclib,BT-20,6.81737463521588e-002
Pictilisib,BT-20,0.39620528600876
Cisplatin,CAL-148,0.217156344992664
Axitinib,CAL-148,0.145919199092219
Pictilisib,CAL-148,0.521852659371487
AZD7762,CAL-51,0.55374818257916
Axitinib,EVSA-T,0.179932459910603
AZD7762,EVSA-T,0.524324924441474
Temozolomide,MFM-223,-2.67155909206821e-003
AZD7762,COLO-824,0.403851497445892
Pictilisib,COLO-824,0.321145666214756
Nutlin-3a (-),HCC1954,-2.88251986053645e-002
Tamoxifen,HCC1187,-4.17030506318324e-002
Temozolomide,HCC1187,-2.83404442917142e-002
Trametinib,HCC2157,-4.01395431471584e-002
Temozolomide,HCC2157,-7.6289911559622e-002
Temozolomide,T47D,-5.24424829849673e-002
Olaparib,T47D,1.96318976252597e-002
Trametinib,DU-4475,0.955778931769827
PD173074,BT-20,1.35074784536299e-002
Olaparib,MFM-223,2.82637514182166e-003
Sapitinib,MFM-223,2.8350554699978e-002
Lapatinib,MFM-223,2.10700413087565e-002
AZD7762,BT-483,0.339049652723244
PD173074,BT-483,6.19285448932057e-002
MK-2206,BT-483,0.125852220924672
Palbociclib,BT-483,-6.02409363012442e-002
5-Fluorouracil,BT-483,-2.02543695497175e-003
Nutlin-3a (-),HCC1500,8.36712049983148e-002
PD173074,HCC1500,0.104953584103308
Pictilisib,HCC1500,2.25577032019881e-002
Nutlin-3a (-),COLO-824,-5.23033495875562e-002
PD173074,COLO-824,0.132516779553477
MK-2206,COLO-824,0.328885798979731
AZD7762,EFM-192A,7.8892312980714e-002
PD173074,EFM-192A,5.56912708495923e-002
Navitoclax,HCC1428,0.284504523845499
Axitinib,HCC1428,7.35646238503236e-002
PD173074,HCC1428,0.109350748340931
MK-2206,HCC1428,1.91282893359719e-002
Pictilisib,HCC1428,-2.6565596171749e-002
Navitoclax,HCC1954,4.62530866896827e-002
Axitinib,HCC1954,4.29240766928683e-002
PD173074,HCC1954,7.40786264431283e-002
Cisplatin,BT-483,-2.80838334480904e-003
Navitoclax,BT-483,5.02723800505802e-002
MK-1775,HCC1187,0.130976022160656
Trametinib,HCC1187,2.5101999267935e-003
Sapitinib,HCC1187,1.37219963605102e-002
Lapatinib,HCC1187,-6.66313030477605e-003
Gemcitabine,HCC2157,2.07203884137507e-002
Olaparib,HCC2157,2.85836053051172e-002
Sapitinib,HCC2157,0.367160563978266
Tamoxifen,CAL-148,-7.58456452584012e-002
Trametinib,CAL-148,6.22506402425985e-002
Temozolomide,CAL-148,-7.77755484475508e-002
Olaparib,CAL-148,4.60523161842921e-002
Linsitinib,CAL-148,-6.04961100505341e-002
MK-1775,T47D,0.101779536208884
Gemcitabine,T47D,9.5114781700328e-002
Temozolomide,COLO-824,-7.85904366146332e-002
Olaparib,COLO-824,3.33339206860024e-002
Lapatinib,COLO-824,0.109283946917157
Taselisib,COLO-824,0.302715364769319
Tamoxifen,EFM-192A,2.23900803033137e-002
Temozolomide,EFM-192A,3.65972180518258e-003
Sapitinib,EFM-192A,0.294580818178757
Trametinib,HCC1428,5.44121987586017e-002
Gemcitabine,DU-4475,0.71293406600347
Temozolomide,DU-4475,-4.88690166887419e-002
Sapitinib,DU-4475,-1.20952563015679e-003
AZD7762,C32,0.455941009009832
Nilotinib,BT-483,9.79300975091686e-002
Cisplatin,OCUB-M,4.03066731336565e-002
Navitoclax,BT-20,0.105693239271635
Nutlin-3a (-),BT-20,-2.17334656555324e-002
Navitoclax,CAL-148,0.373580102633261
PD173074,CAL-148,4.26868924138988e-002
Palbociclib,CAL-148,7.73816482534445e-002
5-Fluorouracil,CAL-148,0.206202951849904
Axitinib,BT-483,6.21095838580517e-002
Palbociclib,COLO-824,7.55187820687901e-002
Navitoclax,EFM-192A,5.4853530903022e-002
Nutlin-3a (-),EFM-192A,-1.12589604031466e-003
MK-2206,EFM-192A,0.177089539459433
AZD7762,HCC1428,0.173800352972666
Nutlin-3a (-),HCC1428,-6.28611880958747e-002
Palbociclib,HCC1428,5.04670511969782e-002
Palbociclib,HCC1954,2.00439340333768e-002
Taselisib,HCC1187,9.04148314135585e-002
OSI-027,HCC1187,0.100900239177937
Sapitinib,CAL-148,5.91829436369936e-002
Lapatinib,CAL-148,1.47666670638216e-002
Trametinib,COLO-824,0.117176138469874
Sapitinib,COLO-824,5.69032875652053e-002
Olaparib,EFM-192A,7.25248352588224e-002
Nilotinib,CAL-85-1,5.59065549418868e-002
MK-2206,HCC2157,0.535369022116499
Axitinib,T47D,4.38663371487702e-002
Vorinostat,HCC38,0.15471333162693
Nilotinib,HCC38,2.72884302576703e-002
AZD7762,HCC38,0.512337818902358
MK-1775,COLO-824,0.285182805472345
Sapitinib,OCUB-M,0.339364728684771
OSI-027,OCUB-M,0.54919658658202
MK-1775,UACC-893,0.102626697963286
Tamoxifen,UACC-893,1.18094442607979e-002
Olaparib,UACC-893,8.42513787598437e-002
Linsitinib,UACC-893,3.26732898476744e-002
Lapatinib,UACC-893,0.602037607788468
AZD7762,LS-1034,0.237103946849005
Cisplatin,MRK-nu-1,-1.16523419047335e-002
AZD7762,MRK-nu-1,0.329831402941907
Cisplatin,MDA-MB-231,7.14929510087935e-003
AZD7762,MDA-MB-231,0.477769305354791
Vorinostat,MDA-MB-468,0.205277357865733
Nilotinib,MDA-MB-468,0.145893984836111
AZD7762,MDA-MB-468,0.466454102899732
AZD7762,SNU-C1,0.579273690830543
AZD7762,HCT-116,0.435001024056432
Axitinib,HCC1500,6.76454148989054e-002
Navitoclax,HCC38,0.47723940597132
Axitinib,HCC38,2.00986260340576e-002
Navitoclax,MDA-MB-231,0.345886656772627
Axitinib,MDA-MB-231,7.98450726088057e-002
PD173074,MDA-MB-231,0.114102450556388
MK-2206,MDA-MB-231,7.97744988268486e-002
Pictilisib,MDA-MB-231,0.196613343254061
