Therapy	Sample	Response	Cancer types	Datasets	Alias
GOSSYPOL	PIM254	0.099535	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM040	0.1305	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM053	0.1143	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM091	0.024027	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM262	0.1202	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM068	0.1333	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM163	0.094996	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM010	0.15911	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM025	0.009615100000000001	BRCA	Powell et al.	GOSSYPOL
GOSSYPOL	PIM164	0.19979	BRCA	Powell et al.	GOSSYPOL
TPCA-1	PIM242	0.057815	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM014	-0.0087702	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM137	-0.13821	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM254	0.079456	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM040	0.10169	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM053	0.029901	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM091	-0.036410000000000005	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM262	-0.10279	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM068	-0.0017087	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM163	-0.081984	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM010	0.063054	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM025	-0.010920000000000001	BRCA	Powell et al.	TPCA-1
TPCA-1	PIM164	0.061729	BRCA	Powell et al.	TPCA-1
VORINOSTAT	PIM242	0.48406000000000005	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM014	0.011663	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM137	0.45876000000000006	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM254	0.22496	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM040	0.5036	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM053	0.23525	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM091	0.13969	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM262	-0.059752	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM068	0.50576	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM163	0.48111000000000004	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM010	0.36635	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM025	0.11395	BRCA	Powell et al.	VORINOSTAT
VORINOSTAT	PIM164	0.44256999999999996	BRCA	Powell et al.	VORINOSTAT
FLUOROURACIL	PIM242	0.10153999999999999	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM014	0.038199000000000004	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM137	0.091815	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM254	-0.0063392	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM040	0.019126	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM053	-0.020753	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM091	0.015584	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM262	-0.067371	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM068	0.021999	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM163	0.0096014	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM010	0.0025963	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM025	-0.016041999999999997	BRCA	Powell et al.	FLUOROURACIL
FLUOROURACIL	PIM164	0.06869299999999999	BRCA	Powell et al.	FLUOROURACIL
NELARABINE	PIM242	0.017758000000000003	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM014	-0.0062149	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM137	-0.0037243000000000003	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM254	-0.013633000000000001	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM040	-0.016124	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM053	-0.03665	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM091	-0.020711	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM262	-0.097223	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM068	-0.011774	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM163	-0.027027	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM010	-0.040967	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM025	-0.0027676	BRCA	Powell et al.	NELARABINE
NELARABINE	PIM164	0.022737	BRCA	Powell et al.	NELARABINE
BLEOMYCIN A2	PIM242	0.19036	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM014	0.029063	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM137	0.061087	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM254	0.17551	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM040	0.0077404	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM053	-0.013759	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM091	0.014138999999999999	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM262	-0.062651	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM068	0.17522000000000001	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM163	-0.009226	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM010	0.017793	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM025	0.030996	BRCA	Powell et al.	BLEOMYCIN
BLEOMYCIN A2	PIM164	0.11613	BRCA	Powell et al.	BLEOMYCIN
ZEBULARINE	PIM242	0.074699	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM014	0.00021388	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM137	5.69e-06	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM254	-0.0021373	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM040	-0.014129	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM053	-0.014034	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM091	-0.013038999999999999	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM262	-0.033918000000000004	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM068	-0.022769	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM163	0.0031851999999999996	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM010	-0.028007	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM025	0.0086957	BRCA	Powell et al.	ZEBULARINE
ZEBULARINE	PIM164	0.022267	BRCA	Powell et al.	ZEBULARINE
PF 573228	PIM242	-0.060738	BRCA	Powell et al.	PF-573228
PF 573228	PIM014	0.091712	BRCA	Powell et al.	PF-573228
PF 573228	PIM137	0.084852	BRCA	Powell et al.	PF-573228
PF 573228	PIM254	0.048815	BRCA	Powell et al.	PF-573228
PF 573228	PIM040	0.1385	BRCA	Powell et al.	PF-573228
PF 573228	PIM053	-0.016316999999999998	BRCA	Powell et al.	PF-573228
PF 573228	PIM091	-0.012988999999999999	BRCA	Powell et al.	PF-573228
PF 573228	PIM262	-0.18203	BRCA	Powell et al.	PF-573228
PF 573228	PIM068	-0.033512	BRCA	Powell et al.	PF-573228
PF 573228	PIM163	0.11389	BRCA	Powell et al.	PF-573228
PF 573228	PIM010	0.028067	BRCA	Powell et al.	PF-573228
PF 573228	PIM025	0.055088	BRCA	Powell et al.	PF-573228
PF 573228	PIM164	0.10092000000000001	BRCA	Powell et al.	PF-573228
PAC 1	PIM242	0.0074161999999999995	BRCA	Powell et al.	PAC-1
PAC 1	PIM014	0.1676	BRCA	Powell et al.	PAC-1
PAC 1	PIM137	-0.048014999999999995	BRCA	Powell et al.	PAC-1
PAC 1	PIM254	0.06211900000000001	BRCA	Powell et al.	PAC-1
PAC 1	PIM040	0.063821	BRCA	Powell et al.	PAC-1
PAC 1	PIM053	0.17563	BRCA	Powell et al.	PAC-1
PAC 1	PIM091	-0.036663	BRCA	Powell et al.	PAC-1
PAC 1	PIM262	0.15100999999999998	BRCA	Powell et al.	PAC-1
PAC 1	PIM068	-0.011186	BRCA	Powell et al.	PAC-1
PAC 1	PIM163	0.04226	BRCA	Powell et al.	PAC-1
PAC 1	PIM010	-0.043651999999999996	BRCA	Powell et al.	PAC-1
PAC 1	PIM025	-0.0031181	BRCA	Powell et al.	PAC-1
PAC 1	PIM164	0.046051999999999996	BRCA	Powell et al.	PAC-1
NSC 632839 HYDROCHLORIDE	PIM242	0.36946	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM014	0.34965	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM137	0.41521	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM254	0.27048	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM040	0.24445999999999998	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM053	0.33032	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM091	0.19582	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM262	0.31755	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM068	0.5371199999999999	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM163	0.34824	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM010	0.22584	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM025	0.32385	BRCA	Powell et al.	NSC632839
NSC 632839 HYDROCHLORIDE	PIM164	0.37898000000000004	BRCA	Powell et al.	NSC632839
PF 184	PIM242	0.063343	BRCA	Powell et al.	PF-184
PF 184	PIM014	-0.024207	BRCA	Powell et al.	PF-184
PF 184	PIM137	0.046303	BRCA	Powell et al.	PF-184
PF 184	PIM254	-0.008362999999999999	BRCA	Powell et al.	PF-184
PF 184	PIM040	0.072251	BRCA	Powell et al.	PF-184
PF 184	PIM053	0.019934	BRCA	Powell et al.	PF-184
PF 184	PIM091	0.0033309	BRCA	Powell et al.	PF-184
PF 184	PIM262	0.044023	BRCA	Powell et al.	PF-184
PF 184	PIM068	0.0014768	BRCA	Powell et al.	PF-184
PF 184	PIM163	0.018553999999999998	BRCA	Powell et al.	PF-184
PF 184	PIM010	0.074776	BRCA	Powell et al.	PF-184
PF 184	PIM025	0.08663799999999999	BRCA	Powell et al.	PF-184
PF 184	PIM164	0.16292	BRCA	Powell et al.	PF-184
TRIFLUOPERAZINE	PIM242	0.32931	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM014	0.30906	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM137	0.48631	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM254	0.33705	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM040	0.1906	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM053	0.017462000000000002	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM091	0.037508	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM262	0.69003	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM068	0.36086999999999997	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM163	0.29181	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM010	0.2358	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM025	0.016890000000000002	BRCA	Powell et al.	TRIFLUOPERAZINE
TRIFLUOPERAZINE	PIM164	0.21714	BRCA	Powell et al.	TRIFLUOPERAZINE
PARTHENOLIDE	PIM242	0.0071889	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM014	-0.033026	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM137	-0.028508	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM254	0.066321	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM040	-0.0068488	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM053	-0.052878999999999995	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM091	-0.054622000000000004	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM262	-0.02246	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM068	-0.12029000000000001	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM163	0.023688999999999998	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM010	-0.027566000000000004	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM025	-0.0044399999999999995	BRCA	Powell et al.	PARTHENOLIDE
PARTHENOLIDE	PIM164	0.03878	BRCA	Powell et al.	PARTHENOLIDE
GW 843682X	PIM242	0.082887	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM014	0.10044	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM137	0.099534	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM254	0.084327	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM040	0.041551	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM053	0.016481	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM091	-0.0030507	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM262	0.14937	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM068	-0.047085	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM163	0.043056	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM010	0.068986	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM025	0.04635	BRCA	Powell et al.	GW-843682X
GW 843682X	PIM164	0.017818	BRCA	Powell et al.	GW-843682X
GANT 61	PIM242	-0.007949	BRCA	Powell et al.	GANT 61
GANT 61	PIM014	0.094722	BRCA	Powell et al.	GANT 61
GANT 61	PIM137	0.11788	BRCA	Powell et al.	GANT 61
GANT 61	PIM254	0.09744900000000001	BRCA	Powell et al.	GANT 61
GANT 61	PIM040	0.14113	BRCA	Powell et al.	GANT 61
GANT 61	PIM053	0.018212	BRCA	Powell et al.	GANT 61
GANT 61	PIM091	0.060288999999999995	BRCA	Powell et al.	GANT 61
GANT 61	PIM262	0.043144	BRCA	Powell et al.	GANT 61
GANT 61	PIM068	0.061353	BRCA	Powell et al.	GANT 61
GANT 61	PIM163	0.088141	BRCA	Powell et al.	GANT 61
GANT 61	PIM010	0.10237	BRCA	Powell et al.	GANT 61
GANT 61	PIM025	0.053987	BRCA	Powell et al.	GANT 61
GANT 61	PIM164	0.03391	BRCA	Powell et al.	GANT 61
TOSEDOSTAT	PIM242	0.42668999999999996	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM014	0.27924	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM137	0.45097	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM254	0.24706	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM040	0.30699	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM053	0.2079	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM091	-0.014802000000000001	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM262	0.59946	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM068	0.36673	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM163	0.12645	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM010	0.24047	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM025	0.29583000000000004	BRCA	Powell et al.	TOSEDOSTAT
TOSEDOSTAT	PIM164	0.21634	BRCA	Powell et al.	TOSEDOSTAT
PRIMA-1MET	PIM242	0.21683000000000002	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM014	0.26204	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM137	0.28026	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM254	0.11936	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM040	0.22057	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM053	0.096126	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM091	0.086721	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM262	0.10478	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM068	0.29303	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM163	0.27798	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM010	0.27699999999999997	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM025	0.23711999999999997	BRCA	Powell et al.	PRIMA-1MET
PRIMA-1MET	PIM164	0.16199000000000002	BRCA	Powell et al.	PRIMA-1MET
IU1	PIM242	-0.053596000000000005	BRCA	Powell et al.	IU1
IU1	PIM014	0.032512	BRCA	Powell et al.	IU1
IU1	PIM137	0.044666000000000004	BRCA	Powell et al.	IU1
IU1	PIM254	-0.00045209	BRCA	Powell et al.	IU1
IU1	PIM040	0.050239	BRCA	Powell et al.	IU1
IU1	PIM053	-0.022695	BRCA	Powell et al.	IU1
IU1	PIM091	-0.020529	BRCA	Powell et al.	IU1
IU1	PIM262	0.018665	BRCA	Powell et al.	IU1
IU1	PIM068	-0.060769000000000004	BRCA	Powell et al.	IU1
IU1	PIM163	0.061583000000000006	BRCA	Powell et al.	IU1
IU1	PIM010	0.0069236	BRCA	Powell et al.	IU1
IU1	PIM025	0.032425	BRCA	Powell et al.	IU1
IU1	PIM164	0.028914	BRCA	Powell et al.	IU1
SMER 3	PIM242	-0.065304	BRCA	Powell et al.	SMER-3
SMER 3	PIM014	0.18597	BRCA	Powell et al.	SMER-3
SMER 3	PIM137	0.21809	BRCA	Powell et al.	SMER-3
SMER 3	PIM254	0.00074574	BRCA	Powell et al.	SMER-3
SMER 3	PIM040	0.10914000000000001	BRCA	Powell et al.	SMER-3
SMER 3	PIM053	0.23354	BRCA	Powell et al.	SMER-3
SMER 3	PIM091	0.024582	BRCA	Powell et al.	SMER-3
SMER 3	PIM262	0.38206999999999997	BRCA	Powell et al.	SMER-3
SMER 3	PIM068	0.010525	BRCA	Powell et al.	SMER-3
SMER 3	PIM163	0.052112	BRCA	Powell et al.	SMER-3
SMER 3	PIM010	0.099983	BRCA	Powell et al.	SMER-3
SMER 3	PIM025	0.4606	BRCA	Powell et al.	SMER-3
SMER 3	PIM164	0.24975	BRCA	Powell et al.	SMER-3
PI 103 HYDROCHLORIDE	PIM242	0.25583	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM014	0.12504	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM137	0.28770999999999997	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM254	0.25088	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM040	0.2849	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM053	0.15056	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM091	-0.028744	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM262	0.5493	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM068	0.037836	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM163	0.12061	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM010	0.023524	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM025	0.20942	BRCA	Powell et al.	PI-103
PI 103 HYDROCHLORIDE	PIM164	0.020849	BRCA	Powell et al.	PI-103
SID 26681509	PIM242	-0.024706	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM014	0.028123000000000002	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM137	0.10382999999999999	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM254	0.038607	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM040	0.032906	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM053	-0.02973	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM091	-0.020278	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM262	-0.043356	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM068	-0.050248	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM163	0.053404999999999994	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM010	0.033202999999999996	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM025	0.009738600000000002	BRCA	Powell et al.	SID 26681509
SID 26681509	PIM164	0.011694	BRCA	Powell et al.	SID 26681509
SJ 172550	PIM242	-0.039399	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM014	0.01822	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM137	0.051628999999999994	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM254	-0.004786100000000001	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM040	0.048760000000000005	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM053	-0.018728	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM091	-0.015743	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM262	-0.050318	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM068	-0.097629	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM163	0.0481	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM010	0.017149	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM025	0.026425999999999998	BRCA	Powell et al.	SJ-172550
SJ 172550	PIM164	0.033527	BRCA	Powell et al.	SJ-172550
NVP 231	PIM242	-0.091235	BRCA	Powell et al.	NVP 231
NVP 231	PIM014	0.2109	BRCA	Powell et al.	NVP 231
NVP 231	PIM137	0.11980999999999999	BRCA	Powell et al.	NVP 231
NVP 231	PIM254	0.017512	BRCA	Powell et al.	NVP 231
NVP 231	PIM040	0.1045	BRCA	Powell et al.	NVP 231
NVP 231	PIM053	0.085263	BRCA	Powell et al.	NVP 231
NVP 231	PIM091	-0.032772	BRCA	Powell et al.	NVP 231
NVP 231	PIM262	0.59617	BRCA	Powell et al.	NVP 231
NVP 231	PIM068	0.072367	BRCA	Powell et al.	NVP 231
NVP 231	PIM163	0.07043200000000001	BRCA	Powell et al.	NVP 231
NVP 231	PIM010	0.043844	BRCA	Powell et al.	NVP 231
NVP 231	PIM025	0.043131	BRCA	Powell et al.	NVP 231
NVP 231	PIM164	0.079853	BRCA	Powell et al.	NVP 231
MDIVI 1	PIM242	-0.055102	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM014	-0.0089604	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM137	0.10084	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM254	-0.050591000000000004	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM040	0.099522	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM053	0.060861	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM091	-0.037155	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM262	0.09439	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM068	-0.041306	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM163	0.11277000000000001	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM010	0.018105	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM025	-0.011207	BRCA	Powell et al.	MDIVI-1
MDIVI 1	PIM164	0.035681	BRCA	Powell et al.	MDIVI-1
LOMEGUATRIB	PIM242	-0.072665	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM014	0.053522	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM137	0.064426	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM254	0.029394999999999998	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM040	0.087862	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM053	0.017956	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM091	-0.006504	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM262	-0.045767	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM068	-0.080326	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM163	0.019885	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM010	0.05765599999999999	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM025	0.0063602	BRCA	Powell et al.	LOMEGUATRIB
LOMEGUATRIB	PIM164	0.040223	BRCA	Powell et al.	LOMEGUATRIB
DARINAPARSIN	PIM242	-0.056378	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM014	0.095465	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM137	0.062335	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM254	-0.076574	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM040	0.088088	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM053	-0.049855000000000003	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM091	-0.029079	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM262	-0.043758	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM068	-0.06848	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM163	-0.0041413000000000005	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM010	0.013819999999999999	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM025	0.07605	BRCA	Powell et al.	DARINAPARSIN
DARINAPARSIN	PIM164	-0.041292	BRCA	Powell et al.	DARINAPARSIN
MK-1775	PIM242	0.053951	BRCA	Powell et al.	MK-1775
MK-1775	PIM014	0.49118	BRCA	Powell et al.	MK-1775
MK-1775	PIM137	0.27728	BRCA	Powell et al.	MK-1775
MK-1775	PIM254	0.14147	BRCA	Powell et al.	MK-1775
MK-1775	PIM040	0.18988	BRCA	Powell et al.	MK-1775
MK-1775	PIM053	-0.036653	BRCA	Powell et al.	MK-1775
MK-1775	PIM091	-0.079788	BRCA	Powell et al.	MK-1775
MK-1775	PIM262	0.13147	BRCA	Powell et al.	MK-1775
MK-1775	PIM068	0.020419	BRCA	Powell et al.	MK-1775
MK-1775	PIM163	0.33835	BRCA	Powell et al.	MK-1775
MK-1775	PIM010	0.2153	BRCA	Powell et al.	MK-1775
MK-1775	PIM025	0.14373	BRCA	Powell et al.	MK-1775
MK-1775	PIM164	0.1592	BRCA	Powell et al.	MK-1775
IPR-456	PIM242	-0.07833999999999999	BRCA	Powell et al.	IPR-456
